langfile:page_id	page_title	rev_id	timestamp	type	id
enwiki.tsv:4690666	Plesiosiro	667038809	2015-06-15T12:30:27Z	doi	10.7717/peerj.641
enwiki.tsv:4393235	Crosbysaurus	658909605	2015-04-23T22:54:24Z	doi	10.7717/peerj.905
enwiki.tsv:4322821	Protorosaurus	717732372	2016-04-29T11:38:47Z	doi	10.7717/peerj.1778
enwiki.tsv:4575589	Heyuannia	806875159	2017-10-24T18:02:34Z	doi	10.7717/peerj.3706
enwiki.tsv:5181094	Teleocrater	775332838	2017-04-14T06:05:44Z	doi	10.7717/peerj.1778
enwiki.tsv:5806900	List of sequence alignment software	796648899	2017-08-22T07:52:03Z	doi	10.7717/peerj.808
enwiki.tsv:5468113	Europasaurus	806167942	2017-10-20T04:15:44Z	doi	10.7717/peerj.3217
enwiki.tsv:5884206	Wildlife tourism	783519127	2017-06-02T20:44:32Z	doi	10.7717/peerj.3043
enwiki.tsv:4274662	Antetonitrus	702748670	2016-02-01T13:04:45Z	doi	10.7717/peerj.1639
enwiki.tsv:6078077	Dinogorgon	725879567	2016-06-18T13:12:44Z	doi	10.7717/peerj.1608
enwiki.tsv:4589880	Dinheirosaurus	753641014	2016-12-08T11:01:17Z	doi	10.7717/peerj.857
enwiki.tsv:4590180	Dyslocosaurus	685450244	2015-10-12T23:02:15Z	doi	10.7717/peerj.857
enwiki.tsv:5758981	Anhanguera (pterosaur)	778672203	2017-05-04T15:49:34Z	doi	10.7717/peerj.3285
enwiki.tsv:5000565	Thylacinus potens	649038023	2015-02-27T03:48:31Z	doi	10.7717/peerj.547
enwiki.tsv:4527556	Rhynchosaur	718106075	2016-05-01T15:32:53Z	doi	10.7717/peerj.1778
enwiki.tsv:4595966	Pollyanna principle	693496999	2015-12-02T23:14:39Z	doi	10.7717/peerj-cs.26
enwiki.tsv:5199283	Nemegtomaia	736838888	2016-08-30T05:00:44Z	doi	10.7717/peerj.1245
enwiki.tsv:5199492	Nedcolbertia	769313180	2017-03-08T19:42:29Z	doi	10.7717/peerj.3110
enwiki.tsv:4648915	SDHB	580997154	2013-11-10T04:30:05Z	doi	10.7717/peerj.152
enwiki.tsv:5424051	Monogamy in animals	757382309	2016-12-30T10:15:43Z	doi	10.7717/peerj.83
enwiki.tsv:6438549	Spintharus	802734012	2017-09-28T03:20:34Z	doi	10.7717/peerj.1422
enwiki.tsv:6439863	Bertrana	728484723	2016-07-05T19:11:17Z	doi	10.7287/peerj.preprints.2242v1
enwiki.tsv:8635608	Flamingo tongue snail	787789716	2017-06-27T15:14:33Z	doi	10.7717/peerj.3018
enwiki.tsv:6750041	Maxakalisaurus	724596784	2016-06-10T07:56:51Z	doi	10.7717/peerj.2054
enwiki.tsv:5642915	Eusmilus	704103778	2016-02-09T15:42:49Z	doi	10.7717/peerj.1658
enwiki.tsv:9227595	Santalum album	584114295	2013-12-01T21:29:07Z	doi	10.7287/peerj.preprints.96v1
enwiki.tsv:4855934	Allodaposuchus	676116978	2015-08-14T20:10:52Z	doi	10.7717/peerj.1171
enwiki.tsv:7249925	Steven Novella	771147089	2017-03-19T20:49:47Z	doi	10.7717/peerj.851
enwiki.tsv:10360811	Platanthera	585572724	2013-12-11T10:01:56Z	doi	10.7717/peerj.218
enwiki.tsv:10573305	K-mer	770203308	2017-03-14T01:11:04Z	doi	10.7717/Fpeerj.1839
enwiki.tsv:8375147	Cephalopod size	703374485	2016-02-05T03:36:33Z	doi	10.7717/peerj.715
enwiki.tsv:10494386	Tasmaniosaurus	827286704	2018-02-23T21:08:58Z	doi	10.7717/peerj.1778
enwiki.tsv:10386571	Rebound effect (conservation)	631442500	2014-10-28T09:50:49Z	doi	10.7287/peerj.preprints.46v1
enwiki.tsv:10266035	Emotiv Systems	755465811	2016-12-18T05:10:41Z	doi	10.7717/peerj.1746
enwiki.tsv:8862494	Food and Brand Lab	770426022	2017-03-15T10:20:11Z	doi	10.7287/peerj.preprints.2748v1
enwiki.tsv:10506617	Kalisuchus	816975514	2017-12-25T04:19:21Z	doi	10.7717/peerj.1778
enwiki.tsv:7959065	Trophic cascade	667699497	2015-06-20T00:01:08Z	doi	10.7717/peerj.901
enwiki.tsv:7461486	Brian Wansink	770425837	2017-03-15T10:17:59Z	doi	10.7287/peerj.preprints.2748v1
enwiki.tsv:10946262	Wildlife of Zimbabwe	777136296	2017-04-25T12:29:05Z	doi	10.7717/peerj.1537
enwiki.tsv:9396647	Santanadactylus	779236004	2017-05-07T20:03:28Z	doi	10.7717/peerj.3285
enwiki.tsv:8279285	Hoplophoneus	704103651	2016-02-09T15:41:56Z	doi	10.7717/peerj.1658
enwiki.tsv:5068752	Trigonotarbida	667898440	2015-06-21T08:53:23Z	doi	10.7717/peerj.641
enwiki.tsv:10614384	Platypterygius	761359864	2017-01-22T15:10:05Z	doi	10.7717/peerj.2604
enwiki.tsv:9282124	Parapsicephalus	766594325	2017-02-21T01:51:01Z	doi	10.7717/peerj.2311
enwiki.tsv:7300733	Hatzegopteryx	760711490	2017-01-18T17:14:47Z	doi	10.7717/peerj.2908
